PassengerId,Target,Age,SibSp,Parch,Fare,Sex_f,Pclass_1,Pclass_2,Pclass_3,Probabilidade,Survived
789,1,1.0,1,2,20.575,0,0,0,1,0.3650337096674581,0
790,0,46.0,0,0,79.2,0,1,0,0,0.4134224240091306,0
791,0,0.0,0,0,7.75,0,0,0,1,0.15584819544798043,0
792,0,16.0,0,0,26.0,0,0,1,0,0.2467563564888774,0
793,0,0.0,8,2,69.55,1,0,0,1,0.07975568406205445,0
794,0,0.0,0,0,30.6958,0,1,0,0,0.3836669594338794,0
795,0,25.0,0,0,7.8958,0,0,0,1,0.16601989754659655,0
796,0,39.0,0,0,13.0,0,0,1,0,0.18451259524727773,0
797,1,49.0,0,0,25.9292,1,1,0,0,0.840618370300337,1
798,1,31.0,0,0,8.6833,1,0,0,1,0.45494464114462096,0
799,0,30.0,0,0,7.2292,0,0,0,1,0.15043771705802594,0
800,0,30.0,1,1,24.15,1,0,0,1,0.4058711198034248,0
801,0,34.0,0,0,13.0,0,0,1,0,0.18439868598625817,0
802,1,31.0,1,1,26.25,1,0,1,0,0.8752464171852798,1
803,1,11.0,1,2,120.0,0,1,0,0,0.641345176192146,1
804,1,0.42,0,1,8.5167,0,0,0,1,0.3582829949442011,0
805,1,27.0,0,0,6.975,0,0,0,1,0.11958596307275354,0
806,0,31.0,0,0,7.775,0,0,0,1,0.18811345127249393,0
807,0,39.0,0,0,0.0,0,1,0,0,0.1999948908244603,0
808,0,18.0,0,0,7.775,1,0,0,1,0.5244297403633911,1
809,0,39.0,0,0,13.0,0,0,1,0,0.18451259524727773,0
810,1,33.0,1,0,53.1,1,1,0,0,0.8891644770743209,1
811,0,26.0,0,0,7.8875,0,0,0,1,0.17018625805710955,0
812,0,39.0,0,0,24.15,0,0,0,1,0.17132018962184697,0
813,0,35.0,0,0,10.5,0,0,1,0,0.17767985089509855,0
814,0,6.0,4,2,31.275,1,0,0,1,0.12634878696029544,0
815,0,30.5,0,0,8.05,0,0,0,1,0.1822690634857411,0
816,0,0.0,0,0,0.0,0,1,0,0,0.18185727535706017,0
817,0,23.0,0,0,7.925,1,0,0,1,0.5121073067973546,1
818,0,31.0,1,1,37.0042,0,0,1,0,0.3416617231345959,0
819,0,43.0,0,0,6.45,0,0,0,1,0.0696400247508777,0
820,0,10.0,3,2,27.9,0,0,0,1,0.08704659464038354,0
821,1,52.0,1,1,93.5,1,1,0,0,0.9188981189118327,1
822,1,27.0,0,0,8.6625,0,0,0,1,0.17730678166230315,0
823,0,38.0,0,0,0.0,0,1,0,0,0.1985823352161955,0
824,1,27.0,0,1,12.475,1,0,0,1,0.5929112443695069,1
825,0,2.0,4,1,39.6875,0,0,0,1,0.09326087030527408,0
826,0,0.0,0,0,6.95,0,0,0,1,0.1132986776051614,0
827,0,0.0,0,0,56.4958,0,0,0,1,0.3188715733406608,0
828,1,1.0,0,2,37.0042,0,0,1,0,0.6246987360072401,1
829,1,0.0,0,0,7.75,0,0,0,1,0.15584819544798043,0
830,1,62.0,0,0,80.0,1,1,0,0,0.8848354395157902,1
831,1,15.0,1,0,14.4542,1,0,0,1,0.5523869458500951,1
832,1,0.83,1,1,18.75,0,0,1,0,0.6188500985455658,1
833,0,0.0,0,0,7.2292,0,0,0,1,0.1483198707951091,0
834,0,23.0,0,0,7.8542,0,0,0,1,0.16815716092667096,0
835,0,18.0,0,0,8.3,0,0,0,1,0.17145475961397524,0
836,1,39.0,1,1,83.1583,1,1,0,0,0.9362211856539836,1
837,0,21.0,0,0,8.6625,0,0,0,1,0.1715168002250732,0
838,0,0.0,0,0,8.05,0,0,0,1,0.16422841004332608,0
839,1,32.0,0,0,56.4958,0,0,0,1,0.40382424456209104,0
840,1,0.0,0,0,29.7,0,1,0,0,0.4198410936396369,0
841,0,20.0,0,0,7.925,0,0,0,1,0.18405066560730907,0
842,0,16.0,0,0,10.5,0,0,1,0,0.19759967549704552,0
843,1,30.0,0,0,31.0,1,1,0,0,0.8640161872049573,1
844,0,34.5,0,0,6.4375,0,0,0,1,0.07618578219094665,0
845,0,17.0,0,0,8.6625,0,0,0,1,0.17073721662663113,0
846,0,42.0,0,0,7.55,0,0,0,1,0.09251699565839551,0
847,0,0.0,8,2,69.55,0,0,0,1,0.06710550888347408,0
848,0,35.0,0,0,7.8958,0,0,0,1,0.11881346862784142,0
849,0,28.0,0,1,33.0,0,0,1,0,0.398689036583942,0
850,1,0.0,1,0,89.1042,1,1,0,0,0.9297016561535535,1
851,0,4.0,4,2,31.275,0,0,0,1,0.07664988534904964,0
852,0,74.0,0,0,7.775,0,0,0,1,0.09644292670236501,0
853,0,9.0,1,1,15.2458,1,0,0,1,0.5639238271299212,1
854,1,16.0,0,1,39.4,1,1,0,0,0.8896528826409896,1
855,0,44.0,1,0,26.0,1,0,1,0,0.7884537541099953,1
856,1,18.0,0,1,9.35,1,0,0,1,0.5322072807855549,1
857,1,45.0,1,1,164.8667,1,1,0,0,0.9187856850985155,1
858,1,51.0,0,0,26.55,0,1,0,0,0.3990909063278585,0
859,1,24.0,0,3,19.2583,1,0,0,1,0.5877233914815972,1
860,0,0.0,0,0,7.2292,0,0,0,1,0.1483198707951091,0
861,0,41.0,2,0,14.1083,0,0,0,1,0.13583871738936235,0
862,0,21.0,1,0,11.5,0,0,1,0,0.19780929436001393,0
863,1,48.0,0,0,25.9292,1,1,0,0,0.8396808703003371,1
864,0,0.0,8,2,69.55,1,0,0,1,0.07975568406205445,0
865,0,24.0,0,0,13.0,0,0,1,0,0.18150192873084828,0
866,1,42.0,0,0,13.0,1,0,1,0,0.7546227745116515,1
867,1,27.0,1,0,13.8583,1,0,1,0,0.7245327063786084,1
868,0,31.0,0,0,50.4958,0,1,0,0,0.37224088474232186,0
869,0,0.0,0,0,9.5,0,0,0,1,0.16374671391200601,0
870,1,4.0,1,1,11.1333,0,0,0,1,0.3907770767338735,0
871,0,26.0,0,0,7.8958,0,0,0,1,0.16842398168439596,0
872,1,47.0,1,1,52.5542,1,1,0,0,0.9036817624154291,1
873,0,33.0,0,0,5.0,0,1,0,0,0.19578990058762963,0
874,0,47.0,0,0,9.0,0,0,0,1,0.12487133197559752,0
875,1,28.0,1,0,24.0,1,0,1,0,0.7962930681363577,1
876,1,15.0,0,0,7.225,1,0,0,1,0.5601015013432715,1
877,0,20.0,0,0,9.8458,0,0,0,1,0.18834128543991357,0
878,0,19.0,0,0,7.8958,0,0,0,1,0.16538903481850167,0
879,0,0.0,0,0,7.8958,0,0,0,1,0.15278128118195777,0
880,1,56.0,0,1,83.1583,1,1,0,0,0.9167549241858782,1
881,1,25.0,0,1,26.0,1,0,1,0,0.8896520610145923,1
882,0,33.0,0,0,7.8958,0,0,0,1,0.12176224663703247,0
883,0,22.0,0,0,10.5167,1,0,0,1,0.5276786533700799,1
884,0,28.0,0,0,10.5,0,0,1,0,0.17877648509662208,0
885,0,25.0,0,0,7.05,0,0,0,1,0.11548305649309831,0
886,0,39.0,0,5,29.125,1,0,0,1,0.1646707199237223,0
887,0,27.0,0,0,13.0,0,0,1,0,0.1817572437895313,0
888,1,19.0,0,0,30.0,1,1,0,0,0.8732453537019692,1
889,0,0.0,1,2,23.45,1,0,0,1,0.40015973179432957,0
890,1,26.0,0,0,30.0,0,1,0,0,0.43100268187691587,0
891,0,32.0,0,0,7.75,0,0,0,1,0.19754489288271648,0
